t,open,high,low,close,volume
2014-01-15,149.02668688400303,149.70665655799849,148.71098667821943,149.48,98525721.0
2014-01-16,149.17267151068216,149.4802774102592,148.8084013664462,149.286,72290520.0
2014-01-17,149.0273660422566,149.3106880309301,148.3959627532128,148.655,107848616.0
2014-01-21,149.51293517211423,149.56959952220654,148.17727549136717,149.092,88621138.0
2014-01-22,149.3428030927835,149.40756228974496,148.8732989148128,149.189,61270816.0
2014-01-23,148.4365052245747,148.46078997756993,147.18179298648724,147.967,132496880.0
2014-01-24,147.0037229582425,147.0522924702331,144.7614304880094,144.81,208677093.0
2014-01-27,144.9469626425482,145.3193272288074,143.37655547441156,144.097,180843004.0
2014-01-28,144.20217624392694,145.1411822192439,144.18598648573186,144.955,110463152.0
2014-01-29,143.74918263321118,144.53438765153652,143.18253983648154,143.563,216597269.0
2014-01-30,144.76120376053117,145.55450454722984,144.29979411928807,145.085,118938051.0
2014-01-31,143.28789622853293,145.13353434728924,143.21504209226623,144.235,194677861.0
2014-02-03,144.06506476431076,144.38886105529085,140.71377315266696,140.989,254837004.0
2014-02-04,141.61982553167226,142.3402693426079,140.93985609213755,141.976,165012351.0
2014-02-05,141.48229970885427,142.11370029114576,140.61614762801852,141.798,164230470.0
2014-02-06,142.1299720531891,143.668,141.83855623168807,143.668,132877526.0
2014-02-07,144.33999994434552,145.60280292742655,143.8704962711487,145.449,170787197.0
2014-02-10,145.46505860785513,145.76456930170548,145.0684093105939,145.716,92218729.0
2014-02-11,145.83772810198923,147.68336542477198,145.740589295527,147.311,117814009.0
2014-02-12,147.5297083539298,147.99921304992586,147.09258329214038,147.384,94717638.0
2014-02-13,146.38840391235453,148.29880334407957,146.38030899950826,148.145,100542155.0
2014-02-14,148.00680404303878,149.2372259537007,147.86919106618842,148.962,96498305.0
2014-02-18,149.09143074250977,149.34237190620928,148.66240230134608,149.14,80460878.0
2014-02-19,148.752023166867,149.71531717845042,148.0315763850945,148.153,126524261.0
2014-02-20,148.3551237914177,149.3669855513308,147.81276588810428,149.027,104998099.0
2014-02-21,149.31031404644082,149.6664893686443,148.78414595682204,148.857,118116359.0
2014-02-24,149.17302060461847,150.68676896868746,149.10826131631603,149.683,114063868.0
2014-02-25,149.80408764336724,150.23311696602468,149.13221153429993,149.626,117084901.0
2014-02-26,149.84446708141738,150.24111658101162,149.2130658371653,149.634,98677144.0
2014-02-27,149.4152352814552,150.4594743838123,149.24524286944356,150.419,93880780.0
2014-02-28,150.39525471039778,151.49616189811584,149.79623168178648,150.8,150842000.0
2014-03-03,149.47286733700943,150.12046167153207,148.74432371067144,149.74,167448668.0
2014-03-04,151.20450346518817,152.16779571382875,151.1721238938053,151.844,167545852.0
2014-03-05,151.97390508655127,152.2410372303595,151.73915259653793,151.982,88376859.0
2014-03-06,152.3542847273887,152.67808109257095,152.00620363481772,152.33,82516500.0
2014-03-07,152.9616445341549,152.9616445341549,151.72312148093067,152.395,114513432.0
2014-03-10,152.16019653486393,152.3706644345238,151.4397487244898,152.314,74939176.0
2014-03-11,152.5404841104524,152.75904668055335,151.21291886983926,151.561,99009013.0
2014-03-12,150.82389107219137,151.6576641926527,150.4839059162751,151.601,104824323.0
2014-03-13,152.05423825467113,152.175661464521,149.48006620585377,149.901,155014237.0
2014-03-14,149.6338026643561,150.4028159861367,149.30191270442975,149.48,153919598.0
2014-03-17,150.23297847904254,151.18817495840713,150.1682193956958,150.832,98359454.0
2014-03-18,151.13998396035385,152.11137264201216,150.9780858467441,151.909,101804519.0
2014-03-19,151.92467759562842,152.13514443372978,150.13570947176683,151.099,176267253.0
2014-03-20,150.76776298268973,152.09532878828227,150.50063083888148,151.982,117240972.0
2014-03-21,152.62274677765845,153.68787808807735,151.2567768528464,151.395,163127905.0
2014-03-24,151.91543957288465,152.10244744647574,150.11040705387478,150.769,121411145.0
2014-03-25,151.53278449895336,151.99623723901024,150.63840201814182,151.484,103851737.0
